ISSN,PMID,DOI,Available on ScienceDirect,Available on PubMed Central,Available on LibGen
1038-5282,36250962,10.1111/ajr.12930,False,PMC10092375,None
1038-5282,36226980,10.1111/ajr.12926,False,None,None
1038-5282,36226333,10.1111/ajr.12933,False,None,None
1038-5282,36214639,10.1111/ajr.12932,False,None,None
1038-5282,36200731,10.1111/ajr.12925,False,None,None
1038-5282,36106699,10.1111/ajr.12923,False,None,None
1038-5282,36098465,10.1111/ajr.12917,False,None,None
1038-5282,36098452,10.1111/ajr.12916,False,PMC10087323,None
1038-5282,36097328,10.1111/ajr.12919,False,PMC10087163,None
1038-5282,36083418,10.1111/ajr.12922,False,None,None
1038-5282,36053275,10.1111/ajr.12921,False,None,None
1038-5282,36037400,10.1111/ajr.12918,False,None,None
1038-5282,36037328,10.1111/ajr.12920,False,None,None
1038-5282,36018893,10.1111/ajr.12911,False,PMC10087507,None
1038-5282,35975966,10.1111/ajr.12915,False,None,None
1038-5282,35938603,10.1111/ajr.12914,False,None,None
1038-5282,35920601,10.1111/ajr.12912,False,None,None
1038-5282,35894296,10.1111/ajr.12909,False,None,None
1038-5282,35894288,10.1111/ajr.12901,False,None,None
1038-5282,35877202,10.1111/ajr.12906,False,None,None
1038-5282,35852929,10.1111/ajr.12908,False,None,None
1038-5282,35852926,10.1111/ajr.12904,False,None,None
1038-5282,35834290,10.1111/ajr.12907,False,None,None
1038-5282,35834238,10.1111/ajr.12903,False,None,None
1038-5282,35830392,10.1111/ajr.12902,False,None,None
1038-5282,35802805,10.1111/ajr.12900,False,PMC10083997,None
1038-5282,35763446,10.1111/ajr.12898,False,PMC10084267,None
1038-5282,35724308,10.1111/ajr.12891,False,PMC10084439,None
1038-5282,35704687,10.1111/ajr.12880,False,None,None
1038-5282,35429355,10.1111/ajr.12863,False,None,None
1078-3903,37421155,10.1177/10783903231185783,False,None,None
1078-3903,37408491,10.1177/10783903231183918,False,None,None
1078-3903,37392084,10.1177/10783903231185353,False,None,None
1078-3903,37387313,10.1177/10783903231183910,False,None,None
1078-3903,37382349,10.1177/10783903231183322,False,None,None
1078-3903,37382297,10.1177/10783903231184200,False,None,None
1078-3903,37366302,10.1177/10783903231178556,False,None,None
1078-3903,37337727,10.1177/10783903231180187,False,None,None
1078-3903,37313865,10.1177/10783903231179918,False,None,None
1078-3903,37264644,10.1177/10783903231177707,False,None,None
1078-3903,37204103,10.1177/10783903231174464,False,None,None
1078-3903,37160762,10.1177/10783903231172997,False,PMC10183335,None
1078-3903,37148251,10.1177/10783903231171595,False,None,None
1078-3903,37042075,10.1177/10783903231168091,False,None,None
1078-3903,37038982,10.1177/10783903231168090,False,None,None
1078-3903,37038973,10.1177/10783903231166670,False,None,None
1078-3903,37029654,10.1177/10783903231166669,False,None,None
1078-3903,36971329,10.1177/10783903231161608,False,None,None
1078-3903,36971328,10.1177/10783903231161614,False,None,None
1078-3903,36945133,10.1177/10783903231161610,False,None,None
1078-3903,36916646,10.1177/10783903231153418,False,None,None
1078-3903,36856156,10.1177/10783903221145142,False,None,None
1078-3903,36840356,10.1177/10783903231154607,False,None,None
1078-3903,36789909,10.1177/10783903231153871,False,None,None
1078-3903,36782082,10.1177/10783903231153872,False,None,None
1078-3903,36694460,10.1177/10783903221151062,False,None,None
1078-3903,36609166,10.1177/10783903221141894,False,None,None
1078-3903,36600469,10.1177/10783903221147930,False,None,None
1078-3903,36582042,10.1177/10783903221146190,False,None,None
1078-3903,36515499,10.1177/10783903221142269,False,None,None
1078-3903,36510357,10.1177/10783903221141885,False,None,None
1078-3903,36482670,10.1177/10783903221139831,False,None,None
1078-3903,36475418,10.1177/10783903221140600,False,None,None
1078-3903,36475415,10.1177/10783903221141890,False,None,None
1078-3903,36475411,10.1177/10783903221141883,False,None,None
1078-3903,36475408,10.1177/10783903221139840,False,None,None
1078-3903,36457173,10.1177/10783903221140329,False,None,None
1078-3903,36457165,10.1177/10783903221140325,False,None,None
1078-3903,36271661,10.1177/10783903221130033,False,None,None
1078-3903,36267003,10.1177/10783903221130034,False,None,None
1078-3903,36203326,10.1177/10783903221127687,False,None,None
1078-3903,36113408,10.1177/10783903211007900,False,None,None
1078-3903,35801259,10.1177/10783903221107637,False,None,None
1078-3903,35130738,10.1177/1078390321999719,False,None,None
1078-3903,34431726,10.1177/10783903211041653,False,None,None
1078-3903,34293934,10.1177/10783903211033338,False,None,None
1078-3903,34282675,10.1177/10783903211033028,False,None,None
1078-3903,34166155,10.1177/10783903211026740,False,None,None
1078-3903,34154451,10.1177/10783903211001116,False,None,None
1078-3903,34151651,10.1177/10783903211011673,False,None,None
1078-3903,34151628,10.1177/10783903211023564,False,None,None
1078-3903,34151627,10.1177/10783903211023557,False,None,None
1078-3903,34109871,10.1177/1078390321994668,False,None,None
1078-3903,34047225,10.1177/10783903211017640,False,PMC10189531,None
1078-3903,34027684,10.1177/10783903211014928,False,None,None
1078-3903,33949244,10.1177/10783903211011669,False,None,None
1078-3903,33926306,10.1177/1078390321999714,False,None,None
1078-3903,33926296,10.1177/10783903211008248,False,None,None
1078-3903,33736519,10.1177/1078390321999713,False,None,None
1078-3903,33719680,10.1177/1078390321999725,False,None,None
1078-3903,33719650,10.1177/10783903211000112,False,None,None
1078-3903,33615857,10.1177/1078390321994165,False,None,None
1078-3903,33522360,10.1177/1078390320987636,False,None,None
1078-3903,33491536,10.1177/1078390321989405,False,None,None
1078-3903,33448244,10.1177/1078390320987609,False,None,None
1078-3903,33448243,10.1177/1078390320987622,False,None,None
1078-3903,33393431,10.1177/1078390320983904,False,PMC9827479,None
1078-3903,33349098,10.1177/1078390320980045,False,None,None
1078-3903,33300398,10.1177/1078390320979615,False,None,http://176.119.25.72/scimag/85241858/Nursing%20Leadership%20Roles%20and%20Its%20Influence%20on%20the%20Millennial%20Psychiatric%20Nurses%C3%A2%C2%80%C2%99%20Job%20Satisfaction%20and%20Intent%20to%20Leave%20%28Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association%29%20%282020%29.pdf
1078-3903,33251925,10.1177/1078390320975493,False,None,http://176.119.25.72/scimag/85220127/Implementing%20a%20Substance%20Use%20Screening%20Protocol%20in%20Rural%20Federally%20Qualified%20Health%20Centers%20%28Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association%29%20%282020%29.pdf
1078-3903,33251913,10.1177/1078390320971014,False,None,http://176.119.25.72/scimag/85241856/Algorithmic%20Prediction%20of%20Restraint%20and%20Seclusion%20in%20an%20Inpatient%20Child%20and%20Adolescent%20Psychiatric%20Population%20%28Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association%29%20%282020%29.pdf
1078-3903,33228456,10.1177/1078390320973761,False,None,http://176.119.25.72/scimag/84933052/Themes%20of%20Worry%20Among%20Psychiatric%20Inpatients%20That%20Persist%20Through%20Acute%20Hospitalization%20%28Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association%29%20%282020%29.pdf
1078-3903,33174469,10.1177/1078390320971358,False,None,http://176.119.25.72/scimag/85241857/Are%20Pediatric%20Providers%20On-Board%20With%20Current%20Recommendations%20Related%20to%20Maternal%20Mental%20Health%20Screening%20at%20Well-Child%20Visits%20in%20the%20State%20of%20Georgia_%20%28Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association%29%20%282020%29.pdf
1078-3903,33167772,10.1177/1078390320970652,False,None,http://176.119.25.72/scimag/85261611/Developing%20the%20TIC%20Grade_%20A%20Youth%20Self-Report%20Measure%20of%20Perceptions%20of%20Trauma-Informed%20Care%20%28Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association%29%20%282020%29.pdf
0884-2175,37524312,10.1016/j.jogn.2023.06.005,True,None,None
0884-2175,37524311,10.1016/j.jogn.2023.07.001,True,None,None
0884-2175,37524310,10.1016/j.jogn.2023.06.004,True,None,None
0884-2175,37498264,10.1016/j.jogn.2023.06.003,True,None,None
0884-2175,37436351,10.1016/j.jogn.2023.04.008,True,None,None
0884-2175,37393066,10.1016/j.jogn.2023.05.115,True,None,None
0884-2175,37356808,10.1016/j.jogn.2023.06.001,True,None,None
0884-2175,37355248,10.1016/j.jogn.2023.05.114,True,None,None
0884-2175,37331700,10.1016/j.jogn.2023.06.002,True,None,None
0884-2175,37302796,10.1016/j.jogn.2023.05.111,True,None,None
0884-2175,37302795,10.1016/j.jogn.2023.05.113,True,PMC10248753,None
0884-2175,37301222,10.1016/j.jogn.2023.05.112,True,None,None
0884-2175,37295460,10.1016/j.jogn.2023.04.006,True,None,None
0884-2175,37290490,10.1016/j.jogn.2023.04.007,True,None,None
0884-2175,37277098,10.1016/j.jogn.2023.04.005,True,None,None
0884-2175,37204393,10.1016/j.jogn.2023.04.004,True,None,None
0884-2175,37204392,10.1016/j.jogn.2023.04.003,True,None,None
0884-2175,37178712,10.1016/j.jogn.2023.03.002,True,PMC10171464,None
0884-2175,37178711,10.1016/j.jogn.2023.03.005,True,None,None
0884-2175,37084770,10.1016/j.jogn.2023.04.001,True,None,None
0884-2175,37062347,10.1016/j.jogn.2023.03.003,True,None,None
0884-2175,37060919,10.1016/j.jogn.2023.04.002,True,None,None
0884-2175,37054751,10.1016/j.jogn.2023.03.004,True,None,None
0884-2175,36965512,10.1016/j.jogn.2023.03.001,True,None,None
0884-2175,36940782,10.1016/j.jogn.2023.02.002,True,None,None
0884-2175,36940781,10.1016/j.jogn.2023.02.001,True,None,None
0884-2175,36907797,10.1016/j.jogn.2022.12.005,True,None,None
0884-2175,36764332,10.1016/j.jogn.2023.01.002,True,None,None
0884-2175,36759268,10.1016/j.jogn.2022.10.003,True,None,None
0884-2175,36738764,10.1016/j.jogn.2022.12.008,True,None,None
0884-2175,36736376,10.1016/j.jogn.2023.01.001,True,PMC9874045,None
0884-2175,36732100,10.1016/j.jogn.2022.11.004,True,None,None
0884-2175,36725402,10.1016/j.jogn.2022.12.001,True,None,None
0884-2175,36720433,10.1016/j.jogn.2022.12.007,True,None,None
0884-2175,36706795,10.1016/j.jogn.2022.12.006,True,PMC9790872,None
0884-2175,36702164,10.1016/j.jogn.2022.12.003,True,None,None
0884-2175,36702163,10.1016/j.jogn.2022.12.004,True,None,None
0884-2175,36696952,10.1016/j.jogn.2022.12.002,True,PMC9992302,None
0884-2175,36463951,10.1016/j.jogn.2022.11.006,True,None,None
0884-2175,36463950,10.1016/j.jogn.2022.11.005,True,None,None
0884-2175,36463949,10.1016/j.jogn.2022.11.002,True,None,None
0884-2175,36463948,10.1016/j.jogn.2022.11.007,True,None,None
0884-2175,36462529,10.1016/j.jogn.2022.11.003,True,PMC9710717,None
0884-2175,36442519,10.1016/j.jogn.2022.11.001,True,PMC9839476,None
0884-2175,36400125,10.1016/j.jogn.2022.10.001,True,PMC9839498,None
0884-2175,36400124,10.1016/j.jogn.2022.10.002,True,None,None
0884-2175,36356653,10.1016/j.jogn.2022.09.006,True,None,None
0884-2175,36356652,10.1016/j.jogn.2022.09.003,True,PMC9839497,None
0884-2175,36328827,10.1016/j.jogn.2022.08.003,True,None,None
0884-2175,36309067,10.1016/j.jogn.2022.09.007,True,None,None
0884-2175,36280568,10.1016/j.jogn.2022.09.002,True,None,None
0884-2175,36243032,10.1016/j.jogn.2022.09.004,True,None,None
0884-2175,36206999,10.1016/j.jogn.2022.09.005,True,None,None
0884-2175,36191609,10.1016/j.jogn.2022.09.001,True,None,None
0884-2175,36183744,10.1016/j.jogn.2022.08.006,True,None,None
0884-2175,36116992,10.1016/j.jogn.2022.04.006,True,PMC9249250,None
0884-2175,36088956,10.1016/j.jogn.2022.08.004,True,None,None
0884-2175,36087638,10.1016/j.jogn.2022.08.005,True,None,None
0884-2175,36028146,10.1016/j.jogn.2022.08.001,True,None,None
0884-2175,35988697,10.1016/j.jogn.2022.07.007,True,None,None
0884-2175,35988696,10.1016/j.jogn.2022.07.009,True,None,None
0884-2175,35988695,10.1016/j.jogn.2022.07.002,True,None,None
0884-2175,35987262,10.1016/j.jogn.2022.07.010,True,None,None
0884-2175,35987260,10.1016/j.jogn.2022.07.008,True,None,None
1071-5754,37467417,10.1097/WON.0000000000001003,False,None,None
1071-5754,37467416,10.1097/WON.0000000000000989,False,None,None
1071-5754,37467415,10.1097/WON.0000000000000990,False,None,None
1071-5754,37467414,10.1097/WON.0000000000000987,False,None,None
1071-5754,37467413,10.1097/WON.0000000000000996,False,None,None
1071-5754,37467412,10.1097/WON.0000000000001005,False,None,None
1071-5754,37467411,10.1097/WON.0000000000000998,False,None,None
1071-5754,37467410,10.1097/WON.0000000000000991,False,None,None
1071-5754,37467409,10.1097/WON.0000000000000988,False,None,None
1071-5754,37467408,10.1097/WON.0000000000000986,False,None,None
1071-5754,37467407,10.1097/WON.0000000000000995,False,None,None
1071-5754,37467406,10.1097/WON.0000000000001004,False,None,None
1071-5754,37467405,10.1097/WON.0000000000000985,False,None,None
1071-5754,37467404,10.1097/WON.0000000000000993,False,None,None
1071-5754,37467403,10.1097/WON.0000000000000992,False,None,None
1071-5754,37467402,10.1097/WON.0000000000001006,False,None,None
1071-5754,37467401,10.1097/WON.0000000000000999,False,None,None
1071-5754,37467392,10.1097/WON.0000000000000997,False,None,None
1071-5754,37146117,10.1097/WON.0000000000000978,False,None,None
1071-5754,37146116,10.1097/WON.0000000000000963,False,None,None
1071-5754,37146115,10.1097/WON.0000000000000979,False,None,None
1071-5754,37146114,10.1097/WON.0000000000000964,False,None,None
1071-5754,37146113,10.1097/WON.0000000000000981,False,None,None
1071-5754,37146112,10.1097/WON.0000000000000966,False,None,None
1071-5754,37146111,10.1097/WON.0000000000000971,False,None,None
1071-5754,37146110,10.1097/WON.0000000000000967,False,None,None
1071-5754,37146109,10.1097/WON.0000000000000976,False,None,None
1071-5754,37146108,10.1097/WON.0000000000000977,False,None,None
1071-5754,37146107,10.1097/WON.0000000000000974,False,None,None
1071-5754,37146105,10.1097/WON.0000000000000983,False,None,None
1071-5754,37144877,10.1097/WON.0000000000000982,False,None,None
1071-5754,36867043,10.1097/WON.0000000000000955,False,None,None
1071-5754,36867042,10.1097/WON.0000000000000952,False,None,None
1071-5754,36867041,10.1097/WON.0000000000000970,False,None,None
1071-5754,36867040,10.1097/WON.0000000000000956,False,None,None
1071-5754,36867039,10.1097/WON.0000000000000957,False,None,None
1071-5754,36867038,10.1097/WON.0000000000000958,False,None,None
1071-5754,36867037,10.1097/WON.0000000000000951,False,PMC9990593,None
1071-5754,36867036,10.1097/WON.0000000000000948,False,None,None
1071-5754,36867035,10.1097/WON.0000000000000949,False,None,None
1071-5754,36867034,10.1097/WON.0000000000000953,False,None,None
1071-5754,36867033,10.1097/WON.0000000000000969,False,None,None
1071-5754,36867032,10.1097/WON.0000000000000960,False,None,None
1071-5754,36867031,10.1097/WON.0000000000000954,False,None,None
1071-5754,36867030,10.1097/WON.0000000000000961,False,None,None
1071-5754,36867029,10.1097/WON.0000000000000959,False,None,None
1071-5754,36867028,10.1097/WON.0000000000000962,False,None,None
1071-5754,36856187,10.1097/WON.0000000000000965,False,None,None
1071-5754,36668986,10.1097/WON.0000000000000945,False,None,None
1071-5754,36640170,10.1097/WON.0000000000000947,False,None,None
1071-5754,36640169,10.1097/WON.0000000000000936,False,None,None
1071-5754,36640168,10.1097/WON.0000000000000946,False,None,None
1071-5754,36640167,10.1097/WON.0000000000000941,False,None,None
1071-5754,36640166,10.1097/WON.0000000000000928,False,None,None
1071-5754,36640165,10.1097/WON.0000000000000933,False,None,None
1071-5754,36640164,10.1097/WON.0000000000000937,False,PMC9891280,None
1071-5754,36640163,10.1097/WON.0000000000000939,False,None,None
1071-5754,36640162,10.1097/WON.0000000000000935,False,PMC9831030,None
1071-5754,36640161,10.1097/WON.0000000000000950,False,None,None
1071-5754,36640160,10.1097/WON.0000000000000938,False,None,None
1071-5754,36640159,10.1097/WON.0000000000000944,False,None,None
1071-5754,36640158,10.1097/WON.0000000000000940,False,None,None
1071-5754,36640157,10.1097/WON.0000000000000943,False,None,None
1071-5754,36604810,10.1097/WON.0000000000000942,False,None,None
1071-5754,36417384,10.1097/WON.0000000000000931,False,None,None
1071-5754,36417383,10.1097/WON.0000000000000927,False,None,None
1071-5754,36417382,10.1097/WON.0000000000000934,False,None,None
1071-5754,36417381,10.1097/WON.0000000000000914,False,None,None
1071-5754,36417380,10.1097/WON.0000000000000930,False,None,None
1071-5754,36417379,10.1097/WON.0000000000000915,False,None,None
1071-5754,36417378,10.1097/WON.0000000000000921,False,None,None
1071-5754,36417377,10.1097/WON.0000000000000910,False,None,None
1071-5754,36417376,10.1097/WON.0000000000000929,False,None,None
1071-5754,36417375,10.1097/WON.0000000000000922,False,None,None
1071-5754,36417374,10.1097/WON.0000000000000924,False,None,None
1071-5754,36417373,10.1097/WON.0000000000000923,False,None,None
1071-5754,36417372,10.1097/WON.0000000000000925,False,None,None
1071-5754,36417371,10.1097/WON.0000000000000932,False,None,None
1071-5754,36412508,10.1097/WON.0000000000000926,False,None,None
1071-5754,36099544,10.1097/WON.0000000000000903,False,None,None
2054-1058,37518936,10.1002/nop2.1950,False,None,None
2054-1058,37515452,10.1002/nop2.1953,False,None,None
2054-1058,37515451,10.1002/nop2.1959,False,None,None
2054-1058,37515393,10.1002/nop2.1958,False,None,None
2054-1058,37515319,10.1002/nop2.1951,False,None,None
2054-1058,37496494,10.1002/nop2.1957,False,None,None
2054-1058,37488987,10.1002/nop2.1956,False,None,None
2054-1058,37488769,10.1002/nop2.1944,False,None,None
2054-1058,37485792,10.1002/nop2.1954,False,None,None
2054-1058,37483110,10.1002/nop2.1938,False,None,None
2054-1058,37483069,10.1002/nop2.1952,False,None,None
2054-1058,37480193,10.1002/nop2.1937,False,None,None
2054-1058,37475516,10.1002/nop2.1955,False,None,None
2054-1058,37475149,10.1002/nop2.1946,False,None,None
2054-1058,37475145,10.1002/nop2.1947,False,None,None
2054-1058,37469117,10.1002/nop2.1940,False,None,None
2054-1058,37464587,10.1002/nop2.1939,False,None,None
2054-1058,37464544,10.1002/nop2.1922,False,None,None
2054-1058,37461183,10.1002/nop2.1934,False,None,None
2054-1058,37461150,10.1002/nop2.1933,False,None,None
2054-1058,37458290,10.1002/nop2.1913,False,PMC10416007,None
2054-1058,37458256,10.1002/nop2.1943,False,None,None
2054-1058,37458186,10.1002/nop2.1945,False,None,None
2054-1058,37452553,10.1002/nop2.1902,False,PMC10415997,None
2054-1058,37452509,10.1002/nop2.1929,False,None,None
2054-1058,37443430,10.1002/nop2.1935,False,None,None
2054-1058,37438868,10.1002/nop2.1936,False,None,None
2054-1058,37434395,10.1002/nop2.1897,False,PMC10415981,None
2054-1058,37431277,10.1002/nop2.1767,False,PMC10333896,None
2054-1058,37431276,10.1002/nop2.1772,False,PMC10333841,None
2054-1058,37431275,10.1002/nop2.1786,False,PMC10333869,None
2054-1058,37421389,10.1002/nop2.1931,False,None,None
2054-1058,37415289,10.1002/nop2.1915,False,PMC10416030,None
2054-1058,37408144,10.1002/nop2.1932,False,None,None
2054-1058,37408112,10.1002/nop2.1924,False,None,None
2054-1058,37400973,10.1002/nop2.1903,False,PMC10415992,None
2054-1058,37400957,10.1002/nop2.1904,False,PMC10416043,None
2054-1058,37395160,10.1002/nop2.1917,False,PMC10416023,None
2054-1058,37394713,10.1002/nop2.1910,False,PMC10416045,None
2054-1058,37394712,10.1002/nop2.1883,False,PMC10415996,None
2054-1058,37391910,10.1002/nop2.1928,False,None,None
2054-1058,37390352,10.1002/nop2.1914,False,PMC10415985,None
2054-1058,37390115,10.1002/nop2.1893,False,PMC10416042,None
2054-1058,37386783,10.1002/nop2.1867,False,PMC10416006,None
2054-1058,37386753,10.1002/nop2.1923,False,None,None
2054-1058,37381661,10.1002/nop2.1926,False,None,None
2054-1058,37365734,10.1002/nop2.1916,False,PMC10416022,None
2054-1058,37365717,10.1002/nop2.1925,False,None,None
2054-1058,37365685,10.1002/nop2.1912,False,PMC10416001,None
2054-1058,37353880,10.1002/nop2.1927,False,None,None
2054-1058,37345273,10.1002/nop2.1877,False,PMC10416068,None
2054-1058,37344968,10.1002/nop2.1891,False,PMC10416078,None
2054-1058,37340687,10.1002/nop2.1866,False,PMC10416072,None
2054-1058,37340631,10.1002/nop2.1919,False,PMC10415993,None
2054-1058,37337391,10.1002/nop2.1875,False,PMC10415982,None
2054-1058,37337381,10.1002/nop2.1896,False,PMC10416035,None
2054-1058,37337353,10.1002/nop2.1921,False,None,None
2054-1058,37337352,10.1002/nop2.1868,False,PMC10415979,None
2054-1058,37334865,10.1002/nop2.1906,False,PMC10415999,None
2054-1058,37334750,10.1002/nop2.1894,False,PMC10416050,None
2054-1058,37334475,10.1002/nop2.1895,False,PMC10416053,None
2054-1058,37332249,10.1002/nop2.1911,False,PMC10416056,None
2054-1058,37332177,10.1002/nop2.1892,False,PMC10416048,None
2054-1058,37332129,10.1002/nop2.1733,False,PMC10277443,None
2054-1058,37329194,10.1002/nop2.1899,False,PMC10416061,None
2054-1058,37329131,10.1002/nop2.1884,False,PMC10415986,None
2054-1058,37327404,10.1002/nop2.1759,False,PMC10416051,None
2054-1058,37327121,10.1002/nop2.1908,False,PMC10415980,None
2054-1058,37322844,10.1002/nop2.1900,False,PMC10416060,None
2054-1058,37322829,10.1002/nop2.1898,False,PMC10416062,None
2054-1058,37319293,10.1002/nop2.1890,False,PMC10416040,None
2054-1058,37319114,10.1002/nop2.1920,False,PMC10416038,None
2054-1058,37318288,10.1002/nop2.1901,False,PMC10415990,None
2054-1058,37318191,10.1002/nop2.1889,False,PMC10415989,None
2054-1058,37317482,10.1002/nop2.1918,False,PMC10416044,None
2054-1058,37317045,10.1002/nop2.1882,False,PMC10416037,None
2054-1058,37317011,10.1002/nop2.1874,False,PMC10416057,None
2054-1058,37315180,10.1002/nop2.1909,False,PMC10416029,None
2054-1058,37315173,10.1002/nop2.1907,False,PMC10415994,None
2054-1058,37313589,10.1002/nop2.1878,False,PMC10416075,None
2054-1058,37312650,10.1002/nop2.1885,False,PMC10416004,None
2054-1058,37312450,10.1002/nop2.1886,False,PMC10416047,None
2054-1058,37312267,10.1002/nop2.1887,False,PMC10416033,None
2054-1058,37306392,10.1002/nop2.1864,False,PMC10416005,None
2054-1058,37306357,10.1002/nop2.1873,False,PMC10416077,None
2054-1058,37306328,10.1002/nop2.1876,False,PMC10415995,None
2054-1058,37306327,10.1002/nop2.1881,False,PMC10415998,None
2054-1058,37306324,10.1002/nop2.1888,False,PMC10416000,None
2054-1058,37306178,10.1002/nop2.1880,False,PMC10416028,None
2054-1058,37294093,10.1002/nop2.1879,False,PMC10416027,None
2054-1058,37282352,10.1002/nop2.1871,False,PMC10415978,None
2054-1058,37277985,10.1002/nop2.1810,False,PMC10333874,None
2054-1058,37269049,10.1002/nop2.1869,False,PMC10416052,None
2054-1058,37259231,10.1002/nop2.1857,False,PMC10415977,None
2054-1058,37259178,10.1002/nop2.1865,False,PMC10416041,None
2054-1058,37255491,10.1002/nop2.1860,False,PMC10416036,None
2054-1058,37255447,10.1002/nop2.1819,False,PMC10333839,None
2054-1058,37254640,10.1002/nop2.1870,False,PMC10416058,None
2054-1058,37254439,10.1002/nop2.1862,False,None,None
2054-1058,37253073,10.1002/nop2.1836,False,PMC10416032,None
2054-1058,37247342,10.1002/nop2.1830,False,PMC10415983,None
2054-1058,37247336,10.1002/nop2.1798,False,PMC10333827,None
2054-1058,37247329,10.1002/nop2.1818,False,PMC10333895,None
2054-1058,37247324,10.1002/nop2.1832,False,PMC10415987,None
2054-1058,37246481,10.1002/nop2.1825,False,PMC10333882,None
2054-1058,37246470,10.1002/nop2.1872,False,PMC10416066,None
2054-1058,37246347,10.1002/nop2.1850,False,PMC10416024,None
2054-1058,37243492,10.1002/nop2.1770,False,PMC10333836,None
2054-1058,37232024,10.1002/nop2.1826,False,PMC10416017,None
2054-1058,37229522,10.1002/nop2.1736,False,PMC10333892,None
2054-1058,37221986,10.1002/nop2.1834,False,PMC10416073,None
2054-1058,37221960,10.1002/nop2.1828,False,PMC10416003,None
2054-1058,37221954,10.1002/nop2.1805,False,PMC10333880,None
2054-1058,37221938,10.1002/nop2.1812,False,PMC10333853,None
2054-1058,37221922,10.1002/nop2.1849,False,PMC10416049,None
2054-1058,37219069,10.1002/nop2.1853,False,PMC10416046,None
2054-1058,37218123,10.1002/nop2.1820,False,PMC10333855,None
2054-1058,37212534,10.1002/nop2.1851,False,PMC10416067,None
2054-1058,37212530,10.1002/nop2.1829,False,PMC10416074,None
2054-1058,37212477,10.1002/nop2.1858,False,PMC10415984,None
2054-1058,37211746,10.1002/nop2.1855,False,PMC10415991,None
2054-1058,37211718,10.1002/nop2.1822,False,PMC10333891,None
2054-1058,37209412,10.1002/nop2.1856,False,None,None
2054-1058,37209366,10.1002/nop2.1833,False,PMC10416031,None
2054-1058,37209363,10.1002/nop2.1854,False,PMC10416039,None
2054-1058,37209037,10.1002/nop2.1823,False,PMC10333818,None
2054-1058,37209034,10.1002/nop2.1852,False,PMC10416080,None
2054-1058,37209017,10.1002/nop2.1811,False,PMC10333908,None
2054-1058,37209016,10.1002/nop2.1802,False,PMC10333843,None
2054-1058,37209009,10.1002/nop2.1816,False,PMC10333906,None
2054-1058,37209008,10.1002/nop2.1863,False,PMC10416076,None
2054-1058,37208994,10.1002/nop2.1817,False,PMC10333909,None
2054-1058,37208972,10.1002/nop2.1813,False,PMC10333851,None
2054-1058,37208961,10.1002/nop2.1835,False,PMC10416034,None
2054-1058,37205769,10.1002/nop2.1803,False,PMC10333834,None
2054-1058,37205725,10.1002/nop2.1824,False,PMC10333901,None
2054-1058,37199048,10.1002/nop2.1831,False,PMC10415976,None
2054-1058,37199013,10.1002/nop2.1815,False,PMC10333848,None
2054-1058,37199008,10.1002/nop2.1821,False,PMC10333850,None
2054-1058,37196154,10.1002/nop2.1801,False,PMC10333873,None
2054-1058,37194656,10.1002/nop2.1814,False,PMC10333852,None
2054-1058,37194137,10.1002/nop2.1809,False,PMC10333876,None
2054-1058,37186514,10.1002/nop2.1775,False,PMC10333868,None
2054-1058,37186462,10.1002/nop2.1788,False,PMC10333883,None
2054-1058,37170700,10.1002/nop2.1807,False,PMC10333859,None
2054-1058,37170442,10.1002/nop2.1804,False,PMC10333898,None
2054-1058,37170427,10.1002/nop2.1796,False,PMC10333878,None
2054-1058,37170400,10.1002/nop2.1746,False,PMC10333886,None
2054-1058,37170394,10.1002/nop2.1765,False,PMC10333897,None
2054-1058,37165909,10.1002/nop2.1774,False,PMC10333867,None
2054-1058,37159110,10.1002/nop2.1806,False,PMC10333889,None
2054-1058,37157228,10.1002/nop2.1777,False,PMC10333847,None
2054-1058,37149892,10.1002/nop2.1800,False,PMC10333831,None
2054-1058,37147889,10.1002/nop2.1779,False,PMC10333864,None
2054-1058,37147794,10.1002/nop2.1797,False,PMC10333844,None
2054-1058,37144358,10.1002/nop2.1778,False,PMC10333881,None
2054-1058,37141515,10.1002/nop2.1785,False,PMC10333828,None
2054-1058,37141442,10.1002/nop2.1789,False,PMC10333872,None
2054-1058,37141405,10.1002/nop2.1740,False,PMC10333865,None
2054-1058,37139861,10.1002/nop2.1782,False,PMC10333900,None
2054-1058,37138451,10.1002/nop2.1799,False,PMC10333893,None
2054-1058,37132255,10.1002/nop2.1773,False,PMC10333856,None
2054-1058,37128977,10.1002/nop2.1769,False,PMC10333875,None
2054-1058,37120842,10.1002/nop2.1781,False,PMC10333894,None
2054-1058,37120840,10.1002/nop2.1795,False,PMC10333888,None
2054-1058,37120822,10.1002/nop2.1768,False,PMC10333837,None
2054-1058,37118937,10.1002/nop2.1793,False,PMC10333899,None
2054-1058,37118897,10.1002/nop2.1791,False,PMC10333870,None
2054-1058,37115503,10.1002/nop2.1794,False,PMC10333822,None
2054-1058,37115109,10.1002/nop2.1780,False,PMC10333877,None
