ISSN,PMID
0882-5963,36272882
0882-5963,36272881
0882-5963,36270927
0882-5963,36220665
0882-5963,36209633
0882-5963,36192287
0882-5963,36192286
0882-5963,36192285
0882-5963,36192284
0882-5963,36152476
0882-5963,36150315
0882-5963,36137912
0882-5963,36122545
0882-5963,36116347
0882-5963,36116346
0882-5963,36115754
0882-5963,36115753
0882-5963,36109280
0882-5963,36108393
0882-5963,36089558
0882-5963,36088729
0882-5963,36087413
0882-5963,36085103
0882-5963,36084498
0882-5963,36058190
0882-5963,36057163
0882-5963,36041959
0882-5963,36041253
0882-5963,36030600
0882-5963,36029579
0882-5963,35995689
0882-5963,35987669
0882-5963,35973878
0882-5963,35964482
0882-5963,35952487
0882-5963,35939953
0882-5963,35939952
0882-5963,35931621
0882-5963,35927116
0882-5963,35926292
0882-5963,35914990
0882-5963,35914989
0882-5963,35908424
0882-5963,35906113
0882-5963,35902354
0882-5963,35882113
0882-5963,35882112
0882-5963,35879194
0882-5963,35872502
0882-5963,35871148
0882-5963,35870386
0882-5963,35764497
0893-2190,37494695
0893-2190,37494694
0893-2190,37494693
0893-2190,37494692
0893-2190,37494691
0893-2190,37494690
0893-2190,37494689
0893-2190,37494688
0893-2190,37494687
0893-2190,37494686
0893-2190,37494685
0893-2190,37494684
0893-2190,37494683
0893-2190,37494682
0893-2190,37494681
0893-2190,37494680
0893-2190,37319350
0893-2190,37310073
0893-2190,37115978
0893-2190,37115959
0893-2190,37115956
0893-2190,37115952
0893-2190,37115943
0893-2190,37115916
0893-2190,37102563
0893-2190,37102562
0893-2190,37102561
0893-2190,37102560
0893-2190,37102559
0893-2190,37102558
0893-2190,37102557
0893-2190,37102556
0893-2190,37102555
0893-2190,37102554
0893-2190,37102553
0893-2190,37102552
0893-2190,37102551
0893-2190,37102550
0893-2190,37102549
0893-2190,36719649
0893-2190,36707752
0893-2190,36707751
0893-2190,36707750
0893-2190,36707749
0893-2190,36707748
0893-2190,36707747
0893-2190,36707746
0893-2190,36707745
0893-2190,36707744
0893-2190,36707743
0893-2190,36707742
0893-2190,36707741
0893-2190,36707740
0893-2190,36707739
0893-2190,36707738
0893-2190,36707737
0893-2190,36548337
1682-3141,37523647
1682-3141,37522625
1682-3141,37487038
1682-3141,37440695
1682-3141,37363956
1682-3141,37351563
1682-3141,37351562
1682-3141,37257016
1682-3141,37252848
1682-3141,37249545
1682-3141,37227316
1682-3141,37184527
1682-3141,37167623
1682-3141,37167615
1682-3141,37167613
1682-3141,37167611
1682-3141,37126230
1682-3141,37104669
1682-3141,37097915
1682-3141,37079765
1682-3141,36976540
1682-3141,36976539
1682-3141,36976538
1682-3141,36976537
1682-3141,36976536
1682-3141,36863032
1682-3141,36863025
1682-3141,36826356
1682-3141,36692838
1682-3141,36692837
1682-3141,36692836
1682-3141,36692835
1682-3141,36692834
1682-3141,36692833
1682-3141,36648373
1682-3141,36626236
1682-3141,36607358
1682-3141,36602459
1682-3141,36469007
1682-3141,36445316
1682-3141,36445315
1682-3141,36445314
1682-3141,36315121
1682-3141,36302148
1682-3141,36301852
1682-3141,36201607
1682-3141,36201605
1682-3141,36201604
1682-3141,36201603
1682-3141,36166364
1682-3141,36121427
1682-3141,36066497
1748-3735,37485757
1748-3735,37461157
1748-3735,37431711
1748-3735,37408163
1748-3735,37381716
1748-3735,37365716
1748-3735,37334471
1748-3735,37332265
1748-3735,37291667
1748-3735,37246502
1748-3735,37209303
1748-3735,37092730
1748-3735,37084081
1748-3735,37082887
1748-3735,37060164
1748-3735,37036893
1748-3735,37036067
1748-3735,37020318
1748-3735,37013362
1748-3735,36976886
1748-3735,36945201
1748-3735,36940188
1748-3735,36918384
1748-3735,36898973
1748-3735,36866513
1748-3735,36840619
1748-3735,36748262
1748-3735,36709477
1748-3735,36658469
1748-3735,36625738
1748-3735,36625238
1748-3735,36594641
1748-3735,36529874
1748-3735,36480119
1748-3735,36464490
1748-3735,36443646
1748-3735,36441621
1748-3735,36394957
1748-3735,36394230
1748-3735,36379909
1748-3735,36374224
1748-3735,36373748
1748-3735,36373431
1748-3735,36357358
1748-3735,36355787
1748-3735,36347829
1748-3735,36257625
1748-3735,36251518
1748-3735,36229901
1748-3735,36209506
1748-3735,36208093
1748-3735,36168107
1748-3735,36117493
1748-3735,36083228
1748-3735,36017887
1748-3735,35978489
1748-3735,35945904
1748-3735,35943901
1748-3735,35941278
1748-3735,35851755
1748-3735,35851749
1748-3735,35842938
1748-3735,35842923
1748-3735,35818900
1748-3735,35785517
1748-3735,35765886
1748-3735,35761509
1748-3735,35713622
1748-3735,35701728
1748-3735,35699305
1748-3735,35644042
1748-3735,35621261
1748-3735,35603642
1748-3735,35581722
1748-3735,35581672
1748-3735,35576107
1748-3735,35524365
1748-3735,35466547
1748-3735,35437921
1748-3735,35426238
0889-4655,37494830
0889-4655,37487171
0889-4655,37467218
0889-4655,37467192
0889-4655,37436250
0889-4655,37406171
0889-4655,37364050
0889-4655,37347811
0889-4655,37306426
0889-4655,37278650
0889-4655,37249552
0889-4655,37249549
0889-4655,37249544
0889-4655,37249540
0889-4655,37249539
0889-4655,37249529
0889-4655,37249528
0889-4655,37204343
0889-4655,37204342
0889-4655,37204336
0889-4655,37204331
0889-4655,37170399
0889-4655,37167428
0889-4655,37155298
0889-4655,37088903
0889-4655,37088896
0889-4655,37074953
0889-4655,37074949
0889-4655,37068019
0889-4655,37052604
0889-4655,37052583
0889-4655,37052582
0889-4655,37027138
0889-4655,37027137
0889-4655,37027136
0889-4655,37027135
0889-4655,37027134
0889-4655,37027133
0889-4655,37027132
0889-4655,37027131
0889-4655,37027130
0889-4655,37027129
0889-4655,37027128
0889-4655,37027127
0889-4655,37027126
0889-4655,37027125
0889-4655,37027124
0889-4655,37011381
0889-4655,36971651
0889-4655,36897198
0889-4655,36897189
0889-4655,36881405
0889-4655,36753627
0889-4655,36753626
0889-4655,36753625
0889-4655,36752762
0889-4655,36752759
0889-4655,36752754
0889-4655,36752750
0889-4655,36745757
0889-4655,36745749
0889-4655,36729080
0889-4655,36729065
0889-4655,36729018
0889-4655,36728993
0889-4655,36728170
0889-4655,36728148
0889-4655,36649201
0889-4655,36594990
0889-4655,36563323
0889-4655,36547497
0889-4655,36542682
0889-4655,36508239
0889-4655,36508238
0889-4655,36508237
0889-4655,36318508
0889-4655,36305743
0889-4655,36265072
0889-4655,36260843
0889-4655,36156094
0889-4655,36037296
0889-4655,36037294
0889-4655,35856712
0889-4655,35794781
0889-4655,35507026
0889-4655,35482335
0889-4655,35467568
0889-4655,35404329
0889-4655,35389927
0889-4655,35389925
0889-4655,35389920
0889-4655,35324510
0889-4655,35324509
0889-4655,35324508
0889-4655,35319528
0889-4655,35297392
0889-4655,35275884
0889-4655,35170485
0889-4655,35090153
0889-4655,35090152
0889-4655,35067596
0889-4655,35030110
0889-4655,35030109
0889-4655,35030108
0889-4655,35020708
0889-4655,34983888
0889-4655,34954741
0889-4655,34935744
0889-4655,34935742
0889-4655,34935741
0889-4655,34935739
0889-4655,34740229
0889-4655,34670957
0889-4655,34369913
0889-4655,34321431
0889-4655,34321430
0889-4655,34238841
0889-4655,34166297
0148-4834,37499258
0148-4834,37499256
0148-4834,37499254
0148-4834,37499252
0148-4834,37459213
0148-4834,37459211
0148-4834,37459207
0148-4834,37459206
0148-4834,37413675
0148-4834,37413674
0148-4834,37413673
0148-4834,37413672
0148-4834,37413671
0148-4834,37413670
0148-4834,37413669
0148-4834,37413668
0148-4834,37413667
0148-4834,37413666
0148-4834,37413665
0148-4834,37279980
0148-4834,37279979
0148-4834,37279978
0148-4834,37279977
0148-4834,37279976
0148-4834,37279975
0148-4834,37279974
0148-4834,37279973
0148-4834,37162234
0148-4834,37162214
0148-4834,37146051
0148-4834,37146050
0148-4834,37146049
0148-4834,37146048
0148-4834,37146047
0148-4834,37146046
0148-4834,37146045
0148-4834,37146044
0148-4834,37146043
0148-4834,37146042
0148-4834,37021949
0148-4834,37021948
0148-4834,37021947
0148-4834,37021946
0148-4834,37021945
0148-4834,37021944
0148-4834,37021943
0148-4834,37021942
0148-4834,37021941
0148-4834,37021940
0148-4834,37021823
0148-4834,37021814
0148-4834,37021813
0148-4834,36881898
0148-4834,36881897
0148-4834,36881896
0148-4834,36881895
0148-4834,36881894
0148-4834,36881893
0148-4834,36881892
0148-4834,36881891
0148-4834,36881890
0148-4834,36881889
0148-4834,36881888
0148-4834,36881887
0148-4834,36881886
0148-4834,36779904
0148-4834,36779903
0148-4834,36779902
0148-4834,36779901
0148-4834,36779900
0148-4834,36779899
0148-4834,36779898
0148-4834,36779897
0148-4834,36779896
0148-4834,36779895
0148-4834,36779894
0148-4834,36779893
0148-4834,36779892
0148-4834,36779891
0148-4834,36701131
0148-4834,36701130
0148-4834,36701128
0148-4834,36701127
0148-4834,36701118
0148-4834,36652585
0148-4834,36652584
0148-4834,36652583
0148-4834,36652582
0148-4834,36652581
0148-4834,36652580
0148-4834,36652578
0148-4834,36652577
0148-4834,36652576
0148-4834,36475995
0148-4834,36475994
0148-4834,36475993
0148-4834,36475992
0148-4834,36475991
0148-4834,36475990
0148-4834,36475989
0148-4834,36475988
0148-4834,36475987
0148-4834,36475986
0148-4834,36475985
0148-4834,36475984
0148-4834,36343199
0148-4834,36343198
0148-4834,36343197
0148-4834,36343196
0148-4834,36343195
0148-4834,36343194
0148-4834,36343193
0148-4834,36343192
0148-4834,36343191
0148-4834,36343190
0148-4834,36343189
0148-4834,36343188
0148-4834,36279563
0148-4834,36279562
0148-4834,36279552
0148-4834,36279550
0148-4834,36279549
0148-4834,36279547
0148-4834,36040828
0148-4834,36040814
0148-4834,36040805
0148-4834,36040799
1527-7941,37471453
1527-7941,37471452
1527-7941,37471451
1527-7941,37471450
1527-7941,37471449
1527-7941,37471448
1527-7941,37471447
1527-7941,37471446
1527-7941,37471445
1527-7941,37471444
1527-7941,37471443
1527-7941,37471442
1527-7941,37338952
1527-7941,37338951
1527-7941,37338950
1527-7941,37338949
1527-7941,37338948
1527-7941,37338947
1527-7941,37338946
1527-7941,37338945
1527-7941,37338944
1527-7941,37224470
1527-7941,37224465
1527-7941,37212588
1527-7941,37212570
1527-7941,37212569
1527-7941,37212568
1527-7941,37212567
1527-7941,37212566
1527-7941,37212565
1527-7941,37212564
1527-7941,37212563
1527-7941,37212562
1527-7941,37212561
1527-7941,37146255
1527-7941,37134267
1527-7941,37098819
1527-7941,37079795
1527-7941,37079794
1527-7941,37079793
1527-7941,37079792
1527-7941,37079791
1527-7941,37079790
1527-7941,37079789
1527-7941,37079788
1527-7941,37079787
1527-7941,37079786
1527-7941,37079785
1527-7941,37017408
1527-7941,37017401
1527-7941,36940383
1527-7941,36940382
1527-7941,36940381
1527-7941,36940380
1527-7941,36940379
1527-7941,36940378
1527-7941,36940377
1527-7941,36940376
1527-7941,36940375
1527-7941,36940374
1527-7941,36940373
1527-7941,36940372
1527-7941,36924421
1527-7941,36924415
1527-7941,36812084
1527-7941,36812083
1527-7941,36812081
1527-7941,36812080
1527-7941,36812079
1527-7941,36812078
1527-7941,36812077
1527-7941,36812074
1527-7941,36806282
1527-7941,36806273
1527-7941,36806272
1527-7941,36806271
1527-7941,36806269
1527-7941,36806268
1527-7941,36806267
1527-7941,36790265
1527-7941,36705972
1527-7941,36662045
1527-7941,36662044
1527-7941,36662043
1527-7941,36662042
1527-7941,36662041
1527-7941,36662040
1527-7941,36662039
1527-7941,36662038
1527-7941,36662037
1527-7941,36662036
1527-7941,36598930
1527-7941,36537780
1527-7941,36537779
1527-7941,36537778
1527-7941,36537777
1527-7941,36537776
1527-7941,36537775
1527-7941,36537774
1527-7941,36537773
1527-7941,36537772
1527-7941,36537771
1527-7941,36537770
1527-7941,36537769
1527-7941,36537768
1527-7941,36537767
1527-7941,36409194
1527-7941,36409193
1527-7941,36409192
1527-7941,36409191
1527-7941,36409190
1527-7941,36409189
1527-7941,36409188
1527-7941,36409187
1527-7941,36409186
1527-7941,36409185
1527-7941,36409184
1527-7941,36309989
1527-7941,36264756
1527-7941,36264755
1527-7941,36264754
1527-7941,36264753
1527-7941,36264752
1527-7941,36264751
1527-7941,36264750
1527-7941,36264749
1527-7941,36264748
1527-7941,36179323
1527-7941,36179322
1527-7941,36179316
1527-7941,36054835
1527-7941,35895601
1527-7941,35895590
1527-7941,35819923
0029-6562,37440265
0029-6562,37350699
0029-6562,37350698
0029-6562,37350697
0029-6562,37350696
0029-6562,37350695
0029-6562,37308803
0029-6562,37308468
0029-6562,37308467
0029-6562,37308463
0029-6562,37199499
0029-6562,37195019
0029-6562,37191342
0029-6562,37158441
0029-6562,37145029
0029-6562,37145023
0029-6562,37104683
0029-6562,37104681
0029-6562,37084323
0029-6562,37084322
0029-6562,37084321
0029-6562,37084320
0029-6562,37084242
0029-6562,37084241
0029-6562,37011339
0029-6562,36988482
0029-6562,36929768
0029-6562,36929756
0029-6562,36920158
0029-6562,36920154
0029-6562,36920142
0029-6562,36920122
0029-6562,36848455
0029-6562,36729826
0029-6562,36729784
0029-6562,36729777
0029-6562,36729771
0029-6562,36729697
0029-6562,36729696
0029-6562,36728401
0029-6562,36638206
0029-6562,36598918
0029-6562,36512699
0029-6562,36508574
0029-6562,36508567
0029-6562,36450360
0029-6562,36306500
0029-6562,36287144
0029-6562,36260526
0029-6562,36108164
0029-6562,36108161
0029-6562,36097266
0029-6562,36097261
0029-6562,36097000
0029-6562,36096981
0029-6562,36096878
0029-6562,36075921
0029-6562,36075699
0029-6562,36053079
0029-6562,35997708
0029-6562,35997691
0029-6562,35997690
0029-6562,35948305
0029-6562,35948301
0029-6562,35878076
0029-6562,35777966
0029-6562,35661089
0029-6562,35584269
1059-8405,37487208
1059-8405,37424332
1059-8405,37424330
1059-8405,37424324
1059-8405,37332110
1059-8405,37309163
1059-8405,37309140
1059-8405,37272055
1059-8405,37158076
1059-8405,37157790
1059-8405,37154069
1059-8405,37098415
1059-8405,37070135
1059-8405,36974515
1059-8405,36974437
1059-8405,36974434
1059-8405,36974431
1059-8405,36916285
1059-8405,36803226
1059-8405,36710588
1059-8405,36648171
1059-8405,36540020
1059-8405,36519203
1059-8405,36474422
1059-8405,36464801
1059-8405,36464799
1059-8405,36408989
1059-8405,36408658
1059-8405,36398452
1059-8405,36377287
1059-8405,36377286
1059-8405,36315836
1059-8405,36128797
1059-8405,36128780
1059-8405,36052415
1059-8405,35915998
1059-8405,35899297
1059-8405,35473405
1059-8405,35466764
1059-8405,35019803
1059-8405,34967254
1059-8405,34931875
1059-8405,34898323
1059-8405,34816759
1059-8405,34792417
1059-8405,34756130
1059-8405,34636684
1059-8405,34605714
1059-8405,34060366
1059-8405,33998335
1059-8405,33977815
1059-8405,33926294
1059-8405,33906489
1059-8405,33882730
1059-8405,33858236
1059-8405,33438513
1059-8405,33406969
1059-8405,33375901
1059-8405,33297817
1059-8405,33292067
1059-8405,33287619
1059-8405,33267719
1059-8405,33207994
1059-8405,33073668
1059-8405,32787667
1524-9042,37524611
1524-9042,37524610
1524-9042,37517874
1524-9042,37507335
1524-9042,37495473
1524-9042,37482453
1524-9042,37481384
1524-9042,37481383
1524-9042,37479642
1524-9042,37455185
1524-9042,37455184
1524-9042,37414698
1524-9042,37380585
1524-9042,37365063
1524-9042,37321890
1524-9042,37302944
1524-9042,37271628
1524-9042,37270324
1524-9042,37268491
1524-9042,37258401
1524-9042,37248125
1524-9042,37246094
1524-9042,37244774
1524-9042,37230733
1524-9042,37230732
1524-9042,37225540
1524-9042,37202233
1524-9042,37198043
1524-9042,37183071
1524-9042,37183070
1524-9042,37179236
1524-9042,37173200
1524-9042,37164779
1524-9042,37156678
1524-9042,37147211
1524-9042,37105837
1524-9042,37100703
1524-9042,37059666
1524-9042,37059665
1524-9042,37059494
1524-9042,37045691
1524-9042,37045690
1524-9042,37037702
1524-9042,37032260
1524-9042,37003932
1524-9042,37002054
1524-9042,36990808
1524-9042,36973091
1524-9042,36959040
1524-9042,36948969
1524-9042,36944558
1524-9042,36941189
1524-9042,36925355
1524-9042,36907690
1524-9042,36907689
1524-9042,36890094
1524-9042,36781330
1524-9042,36781329
1524-9042,36774311
1524-9042,36746698
1524-9042,36739176
1524-9042,36737349
1524-9042,36710233
1524-9042,36693769
1524-9042,36658058
1524-9042,36653221
1524-9042,36653220
1524-9042,36642581
1524-9042,36635134
1524-9042,36621459
1524-9042,36608996
1524-9042,36604195
1524-9042,36566114
1524-9042,36564325
1524-9042,36543666
1524-9042,36543665
1524-9042,36526338
1524-9042,36435727
1524-9042,36402661
1524-9042,36400656
1524-9042,36400655
1524-9042,36396530
1524-9042,36396529
1524-9042,36319550
1524-9042,36307279
1524-9042,36261305
1524-9042,36229337
1524-9042,36220690
1524-9042,36207231
1524-9042,36202737
1524-9042,36184305
1524-9042,36175277
1524-9042,36171159
1524-9042,36163318
1524-9042,36153218
1524-9042,36137880
1524-9042,36123297
1524-9042,36117115
1524-9042,36104262
1524-9042,36100514
1524-9042,36096903
1524-9042,36089468
1524-9042,36075787
1524-9042,36058819
1524-9042,36057510
1524-9042,36057509
1524-9042,36055941
1524-9042,35985908
1524-9042,35941015
1524-9042,35934662
1524-9042,35934661
1524-9042,35931646
1524-9042,35927201
1524-9042,35922272
1524-9042,35922271
1524-9042,35915011
1524-9042,35907763
1524-9042,35840530
1524-9042,35835643
1524-9042,35810127
1524-9042,35794028
1524-9042,35725544
1524-9042,35701331
1524-9042,35599141
1524-9042,35491350
1524-9042,35487875
1524-9042,35450801
1524-9042,35177310
1524-9042,35140054
1524-9042,35115258
2165-0799,37515535
2165-0799,37503919
2165-0799,37485894
2165-0799,37470271
2165-0799,37458206
2165-0799,37421253
2165-0799,37409500
2165-0799,37409499
2165-0799,37409498
2165-0799,37394957
2165-0799,37387527
2165-0799,37387518
2165-0799,37387516
2165-0799,37387511
2165-0799,37387505
2165-0799,37317897
2165-0799,37293705
2165-0799,37254557
2165-0799,37254448
2165-0799,37232173
2165-0799,37226914
2165-0799,37191167
2165-0799,37166118
2165-0799,37129096
2165-0799,37129095
2165-0799,37102718
2165-0799,37077169
2165-0799,37073976
2165-0799,37073969
2165-0799,37066988
2165-0799,37057410
2165-0799,37017378
2165-0799,37017377
2165-0799,37016805
2165-0799,37016802
2165-0799,37016801
2165-0799,37002663
2165-0799,36988052
2165-0799,36988036
2165-0799,36951469
2165-0799,36869719
2165-0799,36869718
2165-0799,36869717
2165-0799,36794861
2165-0799,36726298
2165-0799,36726296
2165-0799,36722307
2165-0799,36708021
2165-0799,36708014
2165-0799,36708002
2165-0799,36703295
2165-0799,36695171
2165-0799,36695164
2165-0799,36695160
2165-0799,36637114
2165-0799,36636904
2165-0799,36636899
2165-0799,36515209
2165-0799,36515208
2165-0799,36515207
2165-0799,36515206
2165-0799,36514253
2165-0799,36476290
2165-0799,36476286
2165-0799,36476243
2165-0799,36476112
2165-0799,36475973
2165-0799,36437632
2165-0799,36437631
2165-0799,36382962
2165-0799,36377263
2165-0799,36373628
2165-0799,36320171
2165-0799,36320170
2165-0799,36219108
2165-0799,36214536
2165-0799,36002982
2165-0799,36000700
2165-0799,35997067
2165-0799,35975760
2165-0799,35942581
2165-0799,35915894
2165-0799,35848495
2165-0799,35801569
2165-0799,35787711
2165-0799,35766249
2165-0799,35673758
2165-0799,35673715
2165-0799,35657298
2165-0799,35574928
2165-0799,35369827
0961-5423,37039607
0961-5423,36433626
0961-5423,36433625
0961-5423,36385440
0961-5423,36382401
0961-5423,36354130
0961-5423,36336468
0961-5423,36330596
0961-5423,36307937
0961-5423,36300906
0961-5423,36300863
0961-5423,36286099
0961-5423,36285464
0961-5423,36285424
0961-5423,36284405
0961-5423,36281480
0961-5423,36280896
0961-5423,36273820
0961-5423,36271629
0961-5423,36268891
0961-5423,36263723
0961-5423,36259514
0961-5423,36259244
0961-5423,36259243
0961-5423,36255032
0961-5423,36254927
0961-5423,36254840
0961-5423,36254839
0961-5423,36250336
0961-5423,36245427
0961-5423,36239087
0961-5423,36239065
0961-5423,36239005
0961-5423,36226900
0961-5423,36226338
0961-5423,36222099
0961-5423,36221904
0961-5423,36221170
0961-5423,36220629
0961-5423,36218020
0961-5423,36217100
0961-5423,36207823
0961-5423,36196499
0961-5423,36193852
0961-5423,36178016
0961-5423,36177961
0961-5423,36172990
0961-5423,36169179
0961-5423,36168857
0961-5423,36168108
0961-5423,36168105
0961-5423,36168097
0961-5423,36168095
0961-5423,36164925
0961-5423,36151916
0961-5423,36151912
0961-5423,36151904
0961-5423,36151895
0961-5423,36138320
0961-5423,36131608
0961-5423,36130722
0961-5423,36117311
0961-5423,36113999
0961-5423,36109851
0961-5423,36104303
0961-5423,36101015
0961-5423,36094022
0961-5423,36085439
0961-5423,36069654
0961-5423,36069249
0961-5423,36065621
0961-5423,36056531
0961-5423,36029045
0961-5423,36004749
0961-5423,35993254
0961-5423,35989473
0961-5423,35985987
0961-5423,35980023
0961-5423,35977801
0961-5423,35977747
0961-5423,35974658
0961-5423,35974390
0961-5423,35973729
0961-5423,35971281
0961-5423,35970600
0961-5423,35970596
0961-5423,35965390
0961-5423,35961918
0961-5423,35961789
0961-5423,35959639
0961-5423,35953883
0961-5423,35950493
0961-5423,35949147
0961-5423,35948415
0961-5423,35942930
0961-5423,35942909
0961-5423,35938519
0961-5423,35934684
0961-5423,35869594
0961-5423,35866619
0961-5423,35866542
0961-5423,35855553
0961-5423,35851971
0961-5423,35851704
0961-5423,35844055
0961-5423,35843622
0961-5423,35843621
0961-5423,35841207
0961-5423,35840543
0961-5423,35838304
0961-5423,35838182
0961-5423,35838142
0961-5423,35830961
0961-5423,35830192
0961-5423,35819130
0961-5423,35816027
0961-5423,35801643
0961-5423,35793704
0961-5423,35790894
0961-5423,35789510
0961-5423,35781903
0961-5423,35775632
0961-5423,35735226
0961-5423,35729779
0961-5423,35726776
0961-5423,35708175
0961-5423,35612356
0961-5423,35083780
0961-5423,34931734
0961-5423,34633118
0961-5423,32495473
1099-8004,37477294
1099-8004,37353474
1099-8004,37347818
1099-8004,37271585
1099-8004,37269122
1099-8004,37247514
1099-8004,37246238
1099-8004,37231714
1099-8004,37210672
1099-8004,37187022
1099-8004,37139992
1099-8004,37138370
1099-8004,37070664
1099-8004,37010976
1099-8004,36930752
1099-8004,36891960
1099-8004,36880715
1099-8004,36878886
1099-8004,36869766
1099-8004,36859821
1099-8004,36802354
1099-8004,36653902
1099-8004,36637872
1099-8004,36624571
1099-8004,36609174
1099-8004,36609167
1099-8004,36607703
1099-8004,36600204
1099-8004,36537264
1099-8004,36446383
1099-8004,36444640
1099-8004,36426821
1099-8004,36398659
1099-8004,36342073
1099-8004,36321693
1099-8004,36306737
1099-8004,36280595
1099-8004,36255356
1099-8004,36242509
1099-8004,36222081
1099-8004,36218132
1099-8004,36214766
1099-8004,36213963
1099-8004,36207143
1099-8004,36206160
1099-8004,36203228
1099-8004,36114667
1099-8004,36056574
1099-8004,36050838
1099-8004,36036593
1099-8004,36036284
1099-8004,36036249
1099-8004,36029021
1099-8004,36028934
1099-8004,35999040
1099-8004,35968725
1099-8004,35968662
1099-8004,35929442
1099-8004,35839096
1099-8004,35798678
1099-8004,35759356
1099-8004,35732288
0099-1767,37498276
0099-1767,37480902
0099-1767,37480901
0099-1767,37480900
0099-1767,37462596
0099-1767,37452812
0099-1767,37422743
0099-1767,37409998
0099-1767,37393081
0099-1767,37393080
0099-1767,37393079
0099-1767,37393078
0099-1767,37393077
0099-1767,37393076
0099-1767,37393075
0099-1767,37393074
0099-1767,37393073
0099-1767,37393072
0099-1767,37393071
0099-1767,37393070
0099-1767,37389515
0099-1767,37389514
0099-1767,37330733
0099-1767,37318413
0099-1767,37294260
0099-1767,37269252
0099-1767,37256243
0099-1767,37256242
0099-1767,37227326
0099-1767,37178091
0099-1767,37178090
0099-1767,37150562
0099-1767,37150561
0099-1767,37150560
0099-1767,37150558
0099-1767,37150557
0099-1767,37150556
0099-1767,37150555
0099-1767,37150554
0099-1767,37150553
0099-1767,37150552
0099-1767,37086252
0099-1767,37074250
0099-1767,37019784
0099-1767,37002128
0099-1767,37002127
0099-1767,36977620
0099-1767,36925384
0099-1767,36906426
0099-1767,36872199
0099-1767,36872198
0099-1767,36871992
0099-1767,36871991
0099-1767,36871990
0099-1767,36871989
0099-1767,36871988
0099-1767,36871987
0099-1767,36868924
0099-1767,36754732
0099-1767,36710095
0099-1767,36709078
0099-1767,36653229
0099-1767,36623969
0099-1767,36604284
0099-1767,36599734
0099-1767,36593151
0099-1767,36588072
0099-1767,36588071
0099-1767,36588070
0099-1767,36585335
0099-1767,36581393
0099-1767,36581392
0099-1767,36581391
0099-1767,36581390
0099-1767,36581389
0099-1767,36581388
0099-1767,36581387
0099-1767,36581386
0099-1767,36572599
0099-1767,36567152
0099-1767,36528419
0099-1767,36517288
0099-1767,36503829
0099-1767,36446669
0099-1767,36424285
0099-1767,36411149
0099-1767,36400573
0099-1767,36400572
0099-1767,36376129
0099-1767,36376128
0099-1767,36376127
0099-1767,36369071
0099-1767,36357124
0099-1767,36357123
0099-1767,36357122
0099-1767,36357121
0099-1767,36357120
0099-1767,36357119
0099-1767,36357118
0099-1767,36357117
0099-1767,36357116
0099-1767,36328859
0099-1767,36307253
0099-1767,36273930
0099-1767,36272824
0099-1767,36266096
0099-1767,36266095
0099-1767,36266094
0099-1767,36253167
0099-1767,36208980
0099-1767,36184334
0099-1767,36182535
0099-1767,36180265
0099-1767,36137822
0099-1767,36109202
0099-1767,36075769
0099-1767,36075768
0099-1767,36049898
0099-1767,36028396
0099-1767,35989191
0099-1767,35970605
8755-7223,37295919
8755-7223,37295918
8755-7223,37295917
8755-7223,37295916
8755-7223,37295915
8755-7223,37295914
8755-7223,37295913
8755-7223,37295912
8755-7223,37295911
8755-7223,37295910
8755-7223,37295909
8755-7223,37295908
8755-7223,37295907
8755-7223,37188430
8755-7223,37188429
8755-7223,37188428
8755-7223,37188427
8755-7223,37188426
8755-7223,37188425
8755-7223,37188424
8755-7223,37188423
8755-7223,37188422
8755-7223,37188421
8755-7223,37188420
8755-7223,37188419
8755-7223,37188418
8755-7223,37188417
8755-7223,37188416
8755-7223,37188415
8755-7223,37188414
8755-7223,37188413
8755-7223,37188412
8755-7223,37188411
8755-7223,37188410
8755-7223,37188409
8755-7223,37188408
8755-7223,37188407
8755-7223,37188406
8755-7223,37188405
8755-7223,37188404
8755-7223,37188403
8755-7223,37188402
8755-7223,37188401
8755-7223,37188400
8755-7223,37188399
8755-7223,37188398
8755-7223,37188397
8755-7223,36889899
8755-7223,36889898
8755-7223,36889897
8755-7223,36889896
8755-7223,36889895
8755-7223,36889894
8755-7223,36889893
8755-7223,36889892
8755-7223,36889891
8755-7223,36889890
8755-7223,36889889
8755-7223,36889888
8755-7223,36746603
8755-7223,36746602
8755-7223,36746601
8755-7223,36746600
8755-7223,36746599
8755-7223,36746598
8755-7223,36746597
8755-7223,36746596
8755-7223,36746595
8755-7223,36746594
8755-7223,36496250
8755-7223,36496249
8755-7223,36496248
8755-7223,36496247
8755-7223,36496246
8755-7223,36496245
8755-7223,36496244
8755-7223,36496243
8755-7223,36496242
8755-7223,36496241
8755-7223,36496240
8755-7223,36496239
8755-7223,36496238
8755-7223,36496237
8755-7223,36496236
8755-7223,36496235
8755-7223,36496234
8755-7223,36496233
8755-7223,36496232
8755-7223,36496231
8755-7223,36496230
0883-9417,37197869
0883-9417,37197868
0883-9417,37197867
0883-9417,37197866
0883-9417,37197865
0883-9417,37197864
0883-9417,37197863
0883-9417,37197862
0883-9417,37197861
0883-9417,37197860
0883-9417,37197859
0883-9417,37197858
0883-9417,37197857
0883-9417,37197856
0883-9417,37197855
0883-9417,37197854
0883-9417,37197853
0883-9417,37197852
0883-9417,37032025
0883-9417,37032024
0883-9417,37032023
