ISSN,PMID,DOI
2165-0799,36437631,10.1177/21650799221136846
2165-0799,36382962,10.1177/21650799221119155
2165-0799,36377263,10.1177/21650799221123258
2165-0799,36373628,10.1177/21650799221123261
2165-0799,36320171,10.1177/21650799221123278
2165-0799,36320170,10.1177/21650799221123275
2165-0799,36219108,10.1177/21650799221119153
2165-0799,36214536,10.1177/21650799221119147
2165-0799,36002982,10.1177/21650799221117273
2165-0799,36000700,10.1177/21650799221116598
2165-0799,35997067,10.1177/21650799221113057
2165-0799,35975760,10.1177/21650799221110891
2165-0799,35942581,10.1177/21650799221101001
2165-0799,35915894,10.1177/21650799221111300
2165-0799,35848495,10.1177/21650799221108490
2165-0799,35801569,10.1177/21650799221102299
2165-0799,35787711,10.1177/21650799221093775
2165-0799,35766249,10.1177/21650799221093772
2165-0799,35673758,10.1177/21650799221099039
2165-0799,35673715,10.1177/21650799221096994
2165-0799,35657298,10.1177/21650799221082304
2165-0799,35574928,10.1177/21650799221090712
2165-0799,35369827,10.1177/21650799221079388
0961-5423,37039607,10.1111/ecc.13736
0961-5423,36433626,10.1111/ecc.13746
0961-5423,36433625,10.1111/ecc.13764
0961-5423,36385440,10.1111/ecc.13754
0961-5423,36382401,10.1111/ecc.13751
0961-5423,36354130,10.1111/ecc.13757
0961-5423,36336468,10.1111/ecc.13747
0961-5423,36330596,10.1111/ecc.13761
0961-5423,36307937,10.1111/ecc.13762
0961-5423,36300906,10.1111/ecc.13750
0961-5423,36300863,10.1111/ecc.13749
0961-5423,36286099,10.1111/ecc.13752
0961-5423,36285464,10.1111/ecc.13763
0961-5423,36285424,10.1111/ecc.13758
0961-5423,36284405,10.1111/ecc.13755
0961-5423,36281480,10.1111/ecc.13760
0961-5423,36280896,10.1111/ecc.13748
0961-5423,36273820,10.1111/ecc.13753
0961-5423,36271629,10.1111/ecc.13759
0961-5423,36268891,10.1111/ecc.13756
0961-5423,36263723,10.1111/ecc.13721
0961-5423,36259514,10.1111/ecc.13742
0961-5423,36259244,10.1111/ecc.13743
0961-5423,36259243,10.1111/ecc.13733
0961-5423,36255032,10.1111/ecc.13722
0961-5423,36254927,10.1111/ecc.13737
0961-5423,36254840,10.1111/ecc.13738
0961-5423,36254839,10.1111/ecc.13741
0961-5423,36250336,10.1111/ecc.13739
0961-5423,36245427,10.1111/ecc.13745
0961-5423,36239087,10.1111/ecc.13727
0961-5423,36239065,10.1111/ecc.13740
0961-5423,36239005,10.1111/ecc.13744
0961-5423,36226900,10.1111/ecc.13730
0961-5423,36226338,10.1111/ecc.13726
0961-5423,36222099,10.1111/ecc.13728
0961-5423,36221904,10.1111/ecc.13735
0961-5423,36221170,10.1111/ecc.13725
0961-5423,36220629,10.1111/ecc.13732
0961-5423,36218020,10.1111/ecc.13734
0961-5423,36217100,10.1111/ecc.13731
0961-5423,36207823,10.1111/ecc.13729
0961-5423,36196499,10.1111/ecc.13723
0961-5423,36193852,10.1111/ecc.13724
0961-5423,36178016,10.1111/ecc.13718
0961-5423,36177961,10.1111/ecc.13706
0961-5423,36172990,10.1111/ecc.13720
0961-5423,36169179,10.1111/ecc.13716
0961-5423,36168857,10.1111/ecc.13711
0961-5423,36168108,10.1111/ecc.13719
0961-5423,36168105,10.1111/ecc.13709
0961-5423,36168097,10.1111/ecc.13715
0961-5423,36168095,10.1111/ecc.13717
0961-5423,36164925,10.1111/ecc.13714
0961-5423,36151916,10.1111/ecc.13712
0961-5423,36151912,10.1111/ecc.13713
0961-5423,36151904,10.1111/ecc.13710
0961-5423,36151895,10.1111/ecc.13708
0961-5423,36138320,10.1111/ecc.13697
0961-5423,36131608,10.1111/ecc.13703
0961-5423,36130722,10.1111/ecc.13705
0961-5423,36117311,10.1111/ecc.13699
0961-5423,36113999,10.1111/ecc.13704
0961-5423,36109851,10.1111/ecc.13707
0961-5423,36104303,10.1111/ecc.13700
0961-5423,36101015,10.1111/ecc.13512
0961-5423,36094022,10.1111/ecc.13702
0961-5423,36085439,10.1111/ecc.13701
0961-5423,36069654,10.1111/ecc.13698
0961-5423,36069249,10.1111/ecc.13692
0961-5423,36065621,10.1111/ecc.13694
0961-5423,36056531,10.1111/ecc.13691
0961-5423,36029045,10.1111/ecc.13696
0961-5423,36004749,10.1111/ecc.13695
0961-5423,35993254,10.1111/ecc.13683
0961-5423,35989473,10.1111/ecc.13686
0961-5423,35985987,10.1111/ecc.13684
0961-5423,35980023,10.1111/ecc.13689
0961-5423,35977801,10.1111/ecc.13678
0961-5423,35977747,10.1111/ecc.13690
0961-5423,35974658,10.1111/ecc.13672
0961-5423,35974390,10.1111/ecc.13673
0961-5423,35973729,10.1111/ecc.13674
0961-5423,35971281,10.1111/ecc.13688
0961-5423,35970600,10.1111/ecc.13685
0961-5423,35970596,10.1111/ecc.13687
0961-5423,35965390,10.1111/ecc.13680
0961-5423,35961918,10.1111/ecc.13682
0961-5423,35961789,10.1111/ecc.13681
0961-5423,35959639,10.1111/ecc.13671
0961-5423,35953883,10.1111/ecc.13662
0961-5423,35950493,10.1111/ecc.13668
0961-5423,35949147,10.1111/ecc.13664
0961-5423,35948415,10.1111/ecc.13670
0961-5423,35942930,10.1111/ecc.13677
0961-5423,35942909,10.1111/ecc.13679
0961-5423,35938519,10.1111/ecc.13676
0961-5423,35934684,10.1111/ecc.13669
0961-5423,35869594,10.1111/ecc.13666
0961-5423,35866619,10.1111/ecc.13654
0961-5423,35866542,10.1111/ecc.13667
0961-5423,35855553,10.1111/ecc.13663
0961-5423,35851971,10.1111/ecc.13665
0961-5423,35851704,10.1111/ecc.13661
0961-5423,35844055,10.1111/ecc.13651
0961-5423,35843622,10.1111/ecc.13660
0961-5423,35843621,10.1111/ecc.13659
0961-5423,35841207,10.1111/ecc.13656
0961-5423,35840543,10.1111/ecc.13658
0961-5423,35838304,10.1111/ecc.13655
0961-5423,35838182,10.1111/ecc.13657
0961-5423,35838142,10.1111/ecc.13652
0961-5423,35830961,10.1111/ecc.13647
0961-5423,35830192,10.1111/ecc.13648
0961-5423,35819130,10.1111/ecc.13653
0961-5423,35816027,10.1111/ecc.13644
0961-5423,35801643,10.1111/ecc.13650
0961-5423,35793704,10.1111/ecc.13643
0961-5423,35790894,10.1111/ecc.13645
0961-5423,35789510,10.1111/ecc.13641
0961-5423,35781903,10.1111/ecc.13649
0961-5423,35775632,10.1111/ecc.13646
0961-5423,35735226,10.1111/ecc.13639
0961-5423,35729779,10.1111/ecc.13638
0961-5423,35726776,10.1111/ecc.13640
0961-5423,35708175,10.1111/ecc.13636
0961-5423,35612356,10.1111/ecc.13620
0961-5423,35083780,10.1111/ecc.13551
0961-5423,34931734,10.1111/ecc.13546
0961-5423,34633118,10.1111/ecc.13520
0961-5423,32495473,10.1111/ecc.13269
1099-8004,37477294,10.1177/10998004231190074
1099-8004,37353474,10.1177/10998004231186188
1099-8004,37347818,10.1177/10998004231185295
1099-8004,37271585,10.1177/10998004231177297
1099-8004,37269122,10.1177/10998004231181347
1099-8004,37247514,10.1177/10998004231180316
1099-8004,37246238,10.1177/10998004231178835
1099-8004,37231714,10.1177/10998004231179485
1099-8004,37210672,10.1177/10998004231178318
1099-8004,37187022,10.1177/10998004231176249
1099-8004,37139992,10.1177/10998004231171146
1099-8004,37138370,10.1177/10998004231173425
1099-8004,37070664,10.1177/10998004231171587
1099-8004,37010976,10.1177/10998004231168805
1099-8004,36930752,10.1177/10998004231165022
1099-8004,36891960,10.1177/10998004231162050
1099-8004,36880715,10.1177/10998004231163186
1099-8004,36878886,10.1177/10998004231162327
1099-8004,36869766,10.1177/10998004231161632
1099-8004,36859821,10.1177/10998004231159623
1099-8004,36802354,10.1177/10998004231157767
1099-8004,36653902,10.1177/10998004231152849
1099-8004,36637872,10.1177/10998004221149959
1099-8004,36624571,10.1177/10998004221150395
1099-8004,36609174,10.1177/10998004221150798
1099-8004,36609167,10.1177/10998004221151157
1099-8004,36607703,10.1177/10998004221151179
1099-8004,36600204,10.1177/10998004221147513
1099-8004,36537264,10.1177/10998004221147300
1099-8004,36446383,10.1177/10998004221143508
1099-8004,36444640,10.1177/10998004221142331
1099-8004,36426821,10.1177/10998004221142580
1099-8004,36398659,10.1177/10998004221140608
1099-8004,36342073,10.1177/10998004221132838
1099-8004,36321693,10.1177/10998004221135628
1099-8004,36306737,10.1177/10998004221136567
1099-8004,36280595,10.1177/10998004221134826
1099-8004,36255356,10.1177/10998004221134684
1099-8004,36242509,10.1177/10998004221132251
1099-8004,36222081,10.1177/10998004221132287
1099-8004,36218132,10.1177/10998004221131993
1099-8004,36214766,10.1177/10998004221133395
1099-8004,36213963,10.1177/10998004221132841
1099-8004,36207143,10.1177/10998004221132843
1099-8004,36206160,10.1177/10998004221132250
1099-8004,36203228,10.1177/10998004221132247
1099-8004,36114667,10.1177/10998004221127977
1099-8004,36056574,10.1177/10998004221124273
1099-8004,36050838,10.1177/10998004221117179
1099-8004,36036593,10.1177/10998004221124310
1099-8004,36036284,10.1177/10998004221124145
1099-8004,36036249,10.1177/10998004221120091
1099-8004,36029021,10.1177/10998004221121109
1099-8004,36028934,10.1177/10998004221123288
1099-8004,35999040,10.1177/10998004221122522
1099-8004,35968725,10.1177/10998004221113765
1099-8004,35968662,10.1177/10998004221120945
1099-8004,35929442,10.1177/10998004221115863
1099-8004,35839096,10.1177/10998004221115856
1099-8004,35798678,10.1177/10998004221111217
1099-8004,35759356,10.1177/10998004221109925
1099-8004,35732288,10.1177/10998004221110602
0099-1767,37498276,10.1016/j.jen.2023.06.012
0099-1767,37480902,10.1016/j.jen.2023.06.003
0099-1767,37480901,10.1016/j.jen.2023.06.011
0099-1767,37480900,10.1016/j.jen.2023.06.009
0099-1767,37462596,10.1016/j.jen.2023.06.006
0099-1767,37452812,10.1016/j.jen.2023.06.010
0099-1767,37422743,10.1016/j.jen.2023.06.004
0099-1767,37409998,10.1016/j.jen.2023.06.002
0099-1767,37393081,10.1016/j.jen.2023.03.003
0099-1767,37393080,10.1016/j.jen.2023.04.004
0099-1767,37393079,10.1016/j.jen.2023.04.002
0099-1767,37393078,10.1016/j.jen.2023.03.004
0099-1767,37393077,10.1016/j.jen.2022.12.011
0099-1767,37393076,10.1016/j.jen.2022.12.001
0099-1767,37393075,10.1016/j.jen.2023.01.009
0099-1767,37393074,10.1016/j.jen.2023.04.003
0099-1767,37393073,10.1016/j.jen.2022.12.012
0099-1767,37393072,10.1016/j.jen.2023.03.001
0099-1767,37393071,10.1016/j.jen.2023.04.001
0099-1767,37393070,10.1016/j.jen.2023.04.008
0099-1767,37389515,10.1016/j.jen.2023.04.011
0099-1767,37389514,10.1016/j.jen.2023.06.001
0099-1767,37330733,10.1016/j.jen.2023.04.010
0099-1767,37318413,10.1016/j.jen.2023.04.009
0099-1767,37294260,10.1016/j.jen.2023.05.004
0099-1767,37269252,10.1016/j.jen.2023.04.007
0099-1767,37256243,10.1016/j.jen.2023.05.001
0099-1767,37256242,10.1016/j.jen.2023.04.006
0099-1767,37227326,10.1016/j.jen.2023.04.005
0099-1767,37178091,10.1016/j.jen.2023.03.005
0099-1767,37178090,10.1016/j.jen.2023.02.005
0099-1767,37150562,10.1016/j.jen.2023.01.008
0099-1767,37150561,10.1016/j.jen.2023.02.006
0099-1767,37150560,10.1016/j.jen.2023.01.005
0099-1767,37150558,10.1016/j.jen.2023.01.004
0099-1767,37150557,10.1016/j.jen.2023.01.001
0099-1767,37150556,10.1016/j.jen.2022.12.009
0099-1767,37150555,10.1016/j.jen.2023.01.012
0099-1767,37150554,10.1016/j.jen.2023.02.003
0099-1767,37150553,10.1016/j.jen.2023.02.001
0099-1767,37150552,10.1016/j.jen.2023.02.004
0099-1767,37086252,10.1016/j.jen.2023.02.008
0099-1767,37074250,10.1016/j.jen.2023.03.002
0099-1767,37019784,10.1016/j.jen.2023.02.007
0099-1767,37002128,10.1016/j.jen.2023.02.002
0099-1767,37002127,10.1016/j.jen.2023.02.009
0099-1767,36977620,10.1016/j.jen.2023.02.010
0099-1767,36925384,10.1016/j.jen.2023.01.010
0099-1767,36906426,10.1016/j.jen.2023.01.011
0099-1767,36872199,10.1016/j.jen.2023.01.007
0099-1767,36872198,10.1016/j.jen.2023.01.002
0099-1767,36871992,10.1016/j.jen.2022.09.013
0099-1767,36871991,10.1016/j.jen.2022.11.001
0099-1767,36871990,10.1016/j.jen.2022.11.005
0099-1767,36871989,10.1016/j.jen.2022.11.007
0099-1767,36871988,10.1016/j.jen.2022.12.013
0099-1767,36871987,10.1016/j.jen.2022.12.010
0099-1767,36868924,10.1016/j.jen.2023.01.006
0099-1767,36754732,10.1016/j.jen.2022.12.014
0099-1767,36710095,10.1016/j.jen.2022.12.008
0099-1767,36709078,10.1016/j.jen.2022.12.007
0099-1767,36653229,10.1016/j.jen.2022.12.004
0099-1767,36623969,10.1016/j.jen.2022.12.002
0099-1767,36604284,10.1016/j.jen.2022.12.006
0099-1767,36599734,10.1016/j.jen.2022.12.003
0099-1767,36593151,10.1016/j.jen.2022.12.005
0099-1767,36588072,10.1016/j.jen.2022.10.001
0099-1767,36588071,10.1016/j.jen.2022.11.012
0099-1767,36588070,10.1016/j.jen.2022.11.013
0099-1767,36585335,10.1016/j.jen.2022.11.006
0099-1767,36581393,10.1016/j.jen.2022.09.006
0099-1767,36581392,10.1016/j.jen.2022.07.007
0099-1767,36581391,10.1016/j.jen.2022.09.004
0099-1767,36581390,10.1016/j.jen.2022.11.011
0099-1767,36581389,10.1016/j.jen.2022.10.009
0099-1767,36581388,10.1016/j.jen.2022.09.019
0099-1767,36581387,10.1016/j.jen.2022.11.003
0099-1767,36581386,10.1016/j.jen.2022.11.009
0099-1767,36572599,10.1016/j.jen.2022.11.010
0099-1767,36567152,10.1016/j.jen.2022.09.017
0099-1767,36528419,10.1016/j.jen.2022.11.008
0099-1767,36517288,10.1016/j.jen.2022.11.004
0099-1767,36503829,10.1016/j.jen.2022.10.006
0099-1767,36446669,10.1016/j.jen.2022.11.002
0099-1767,36424285,10.1016/j.jen.2022.10.007
0099-1767,36411149,10.1016/j.jen.2022.10.005
0099-1767,36400573,10.1016/j.jen.2022.09.005
0099-1767,36400572,10.1016/j.jen.2022.09.007
0099-1767,36376129,10.1016/j.jen.2022.10.002
0099-1767,36376128,10.1016/j.jen.2022.10.004
0099-1767,36376127,10.1016/j.jen.2022.09.018
0099-1767,36369071,10.1016/j.jen.2022.10.003
0099-1767,36357124,10.1016/j.jen.2022.07.004
0099-1767,36357123,10.1016/j.jen.2022.08.001
0099-1767,36357122,10.1016/j.jen.2022.08.004
0099-1767,36357121,10.1016/j.jen.2022.08.003
0099-1767,36357120,10.1016/j.jen.2022.08.008
0099-1767,36357119,10.1016/j.jen.2022.08.007
0099-1767,36357118,10.1016/j.jen.2022.08.006
0099-1767,36357117,10.1016/j.jen.2022.08.011
0099-1767,36357116,10.1016/j.jen.2022.09.003
0099-1767,36328859,10.1016/j.jen.2022.10.008
0099-1767,36307253,10.1016/j.jen.2022.09.002
0099-1767,36273930,10.1016/j.jen.2022.09.015
0099-1767,36272824,10.1016/j.jen.2022.09.010
0099-1767,36266096,10.1016/j.jen.2022.09.011
0099-1767,36266095,10.1016/j.jen.2022.09.009
0099-1767,36266094,10.1016/j.jen.2022.09.008
0099-1767,36253167,10.1016/j.jen.2022.09.016
0099-1767,36208980,10.1016/j.jen.2022.08.010
0099-1767,36184334,10.1016/j.jen.2022.08.009
0099-1767,36182535,10.1016/j.jen.2022.09.012
0099-1767,36180265,10.1016/j.jen.2022.07.008
0099-1767,36137822,10.1016/j.jen.2022.08.005
0099-1767,36109202,10.1016/j.jen.2022.08.002
0099-1767,36075769,10.1016/j.jen.2022.07.009
0099-1767,36075768,10.1016/j.jen.2022.07.010
0099-1767,36049898,10.1016/j.jen.2022.07.006
0099-1767,36028396,10.1016/j.jen.2022.07.011
0099-1767,35989191,10.1016/j.jen.2022.07.002
0099-1767,35970605,10.1016/j.jen.2022.06.005
8755-7223,37295919,10.1016/j.profnurs.2023.05.001
8755-7223,37295918,10.1016/j.profnurs.2023.03.015
8755-7223,37295917,10.1016/j.profnurs.2023.04.007
8755-7223,37295916,10.1016/j.profnurs.2023.05.009
8755-7223,37295915,10.1016/j.profnurs.2023.04.006
8755-7223,37295914,10.1016/j.profnurs.2023.04.004
8755-7223,37295913,10.1016/j.profnurs.2023.04.001
8755-7223,37295912,10.1016/j.profnurs.2023.04.005
8755-7223,37295911,10.1016/j.profnurs.2023.04.002
8755-7223,37295910,10.1016/j.profnurs.2023.04.003
8755-7223,37295909,10.1016/j.profnurs.2023.03.020
8755-7223,37295908,10.1016/j.profnurs.2023.03.021
8755-7223,37295907,10.1016/j.profnurs.2023.03.012
8755-7223,37188430,10.1016/j.profnurs.2023.03.019
8755-7223,37188429,10.1016/j.profnurs.2023.03.005
8755-7223,37188428,10.1016/j.profnurs.2023.02.010
8755-7223,37188427,10.1016/j.profnurs.2023.02.009
8755-7223,37188426,10.1016/j.profnurs.2023.02.008
8755-7223,37188425,10.1016/j.profnurs.2022.11.009
8755-7223,37188424,10.1016/j.profnurs.2022.11.007
8755-7223,37188423,10.1016/j.profnurs.2023.02.003
8755-7223,37188422,10.1016/j.profnurs.2023.01.011
8755-7223,37188421,10.1016/j.profnurs.2022.11.008
8755-7223,37188420,10.1016/j.profnurs.2023.02.006
8755-7223,37188419,10.1016/j.profnurs.2023.02.007
8755-7223,37188418,10.1016/j.profnurs.2023.02.005
8755-7223,37188417,10.1016/j.profnurs.2023.03.004
8755-7223,37188416,10.1016/j.profnurs.2023.03.016
8755-7223,37188415,10.1016/j.profnurs.2023.03.018
8755-7223,37188414,10.1016/j.profnurs.2023.03.013
8755-7223,37188413,10.1016/j.profnurs.2023.03.014
8755-7223,37188412,10.1016/j.profnurs.2023.02.013
8755-7223,37188411,10.1016/j.profnurs.2023.03.017
8755-7223,37188410,10.1016/j.profnurs.2022.11.010
8755-7223,37188409,10.1016/j.profnurs.2023.03.010
8755-7223,37188408,10.1016/j.profnurs.2023.03.011
8755-7223,37188407,10.1016/j.profnurs.2023.03.003
8755-7223,37188406,10.1016/j.profnurs.2023.03.006
8755-7223,37188405,10.1016/j.profnurs.2023.03.008
8755-7223,37188404,10.1016/j.profnurs.2023.03.002
8755-7223,37188403,10.1016/j.profnurs.2023.03.009
8755-7223,37188402,10.1016/j.profnurs.2023.02.012
8755-7223,37188401,10.1016/j.profnurs.2023.02.004
8755-7223,37188400,10.1016/j.profnurs.2023.03.007
8755-7223,37188399,10.1016/j.profnurs.2023.02.011
8755-7223,37188398,10.1016/j.profnurs.2023.03.001
8755-7223,37188397,10.1016/j.profnurs.2023.02.002
8755-7223,36889899,10.1016/j.profnurs.2023.02.001
8755-7223,36889898,10.1016/j.profnurs.2023.01.007
8755-7223,36889897,10.1016/j.profnurs.2023.01.001
8755-7223,36889896,10.1016/j.profnurs.2023.01.010
8755-7223,36889895,10.1016/j.profnurs.2023.01.009
8755-7223,36889894,10.1016/j.profnurs.2023.01.002
8755-7223,36889893,10.1016/j.profnurs.2023.01.008
8755-7223,36889892,10.1016/j.profnurs.2023.01.005
8755-7223,36889891,10.1016/j.profnurs.2023.01.006
8755-7223,36889890,10.1016/j.profnurs.2023.01.004
8755-7223,36889889,10.1016/j.profnurs.2023.01.003
8755-7223,36889888,10.1016/j.profnurs.2022.11.006
8755-7223,36746603,10.1016/j.profnurs.2022.12.004
8755-7223,36746602,10.1016/j.profnurs.2022.11.002
8755-7223,36746601,10.1016/j.profnurs.2022.12.002
8755-7223,36746600,10.1016/j.profnurs.2022.12.001
8755-7223,36746599,10.1016/j.profnurs.2022.11.001
8755-7223,36746598,10.1016/j.profnurs.2022.11.003
8755-7223,36746597,10.1016/j.profnurs.2022.11.004
8755-7223,36746596,10.1016/j.profnurs.2022.11.005
8755-7223,36746595,10.1016/j.profnurs.2022.10.010
8755-7223,36746594,10.1016/j.profnurs.2022.10.003
8755-7223,36496250,10.1016/j.profnurs.2022.10.008
8755-7223,36496249,10.1016/j.profnurs.2022.07.022
8755-7223,36496248,10.1016/j.profnurs.2022.09.004
8755-7223,36496247,10.1016/j.profnurs.2022.09.001
8755-7223,36496246,10.1016/j.profnurs.2022.09.005
8755-7223,36496245,10.1016/j.profnurs.2022.09.002
8755-7223,36496244,10.1016/j.profnurs.2022.08.001
8755-7223,36496243,10.1016/j.profnurs.2022.09.006
8755-7223,36496242,10.1016/j.profnurs.2022.09.003
8755-7223,36496241,10.1016/j.profnurs.2022.08.003
8755-7223,36496240,10.1016/j.profnurs.2022.08.005
8755-7223,36496239,10.1016/j.profnurs.2022.10.009
8755-7223,36496238,10.1016/j.profnurs.2022.10.006
8755-7223,36496237,10.1016/j.profnurs.2022.10.005
8755-7223,36496236,10.1016/j.profnurs.2022.10.004
8755-7223,36496235,10.1016/j.profnurs.2022.10.002
8755-7223,36496234,10.1016/j.profnurs.2022.10.001
8755-7223,36496233,10.1016/j.profnurs.2022.08.002
8755-7223,36496232,10.1016/j.profnurs.2022.09.007
8755-7223,36496231,10.1016/j.profnurs.2022.09.008
8755-7223,36496230,10.1016/j.profnurs.2022.08.004
0883-9417,37197869,10.1016/j.apnu.2023.04.009
0883-9417,37197868,10.1016/j.apnu.2023.04.013
0883-9417,37197867,10.1016/j.apnu.2023.03.005
0883-9417,37197866,10.1016/j.apnu.2023.04.007
0883-9417,37197865,10.1016/j.apnu.2023.04.006
0883-9417,37197864,10.1016/j.apnu.2023.04.004
0883-9417,37197863,10.1016/j.apnu.2023.04.001
0883-9417,37197862,10.1016/j.apnu.2023.04.002
0883-9417,37197861,10.1016/j.apnu.2023.04.003
0883-9417,37197860,10.1016/j.apnu.2023.02.003
0883-9417,37197859,10.1016/j.apnu.2023.03.004
0883-9417,37197858,10.1016/j.apnu.2023.03.006
0883-9417,37197857,10.1016/j.apnu.2023.03.003
0883-9417,37197856,10.1016/j.apnu.2023.04.005
0883-9417,37197855,10.1016/j.apnu.2023.04.025
0883-9417,37197854,10.1016/j.apnu.2023.04.012
0883-9417,37197853,10.1016/j.apnu.2023.04.023
0883-9417,37197852,10.1016/j.apnu.2023.03.002
0883-9417,37032025,10.1016/j.apnu.2023.02.001
0883-9417,37032024,10.1016/j.apnu.2023.01.004
0883-9417,37032023,10.1016/j.apnu.2022.12.012
0883-9417,37032022,10.1016/j.apnu.2022.12.021
0883-9417,37032021,10.1016/j.apnu.2023.01.002
0883-9417,37032020,10.1016/j.apnu.2022.12.020
0883-9417,37032019,10.1016/j.apnu.2022.12.002
0883-9417,37032018,10.1016/j.apnu.2022.12.016
0883-9417,37032017,10.1016/j.apnu.2022.12.029
0883-9417,37032016,10.1016/j.apnu.2022.12.024
0883-9417,37032015,10.1016/j.apnu.2022.12.025
0883-9417,37032014,10.1016/j.apnu.2022.12.018
0883-9417,37032013,10.1016/j.apnu.2022.12.030
0883-9417,37032012,10.1016/j.apnu.2022.12.026
0883-9417,37032011,10.1016/j.apnu.2022.12.031
0883-9417,37032010,10.1016/j.apnu.2023.02.004
0883-9417,37032009,10.1016/j.apnu.2023.03.001
0883-9417,37032008,10.1016/j.apnu.2022.12.019
0883-9417,37032007,10.1016/j.apnu.2023.01.006
0883-9417,37032006,10.1016/j.apnu.2022.12.014
0883-9417,37032005,10.1016/j.apnu.2023.01.003
0883-9417,37032004,10.1016/j.apnu.2023.01.005
0883-9417,37032003,10.1016/j.apnu.2022.12.001
0883-9417,37032002,10.1016/j.apnu.2022.12.022
0883-9417,36842836,10.1016/j.apnu.2022.12.027
0883-9417,36842835,10.1016/j.apnu.2022.12.017
0883-9417,36842834,10.1016/j.apnu.2022.12.003
0883-9417,36842833,10.1016/j.apnu.2022.12.028
0883-9417,36842832,10.1016/j.apnu.2022.12.011
0883-9417,36842831,10.1016/j.apnu.2022.12.013
0883-9417,36842830,10.1016/j.apnu.2022.12.015
0883-9417,36842829,10.1016/j.apnu.2022.12.010
0883-9417,36842828,10.1016/j.apnu.2022.12.009
0883-9417,36842827,10.1016/j.apnu.2022.12.007
0883-9417,36842826,10.1016/j.apnu.2022.12.008
0883-9417,36842825,10.1016/j.apnu.2022.12.006
0883-9417,36842824,10.1016/j.apnu.2022.10.001
0883-9417,36842823,10.1016/j.apnu.2022.12.004
0883-9417,36842822,10.1016/j.apnu.2023.02.002
0883-9417,36842821,10.1016/j.apnu.2022.12.023
0883-9417,36842820,10.1016/j.apnu.2022.12.005
0883-9417,36842819,10.1016/j.apnu.2022.11.001
0883-9417,36428081,10.1016/j.apnu.2022.07.021
0883-9417,36428080,10.1016/j.apnu.2022.07.004
0883-9417,36428079,10.1016/j.apnu.2022.07.023
0883-9417,36428078,10.1016/j.apnu.2022.07.024
0883-9417,36428077,10.1016/j.apnu.2022.07.026
0883-9417,36428076,10.1016/j.apnu.2022.07.019
0883-9417,36428075,10.1016/j.apnu.2022.07.018
0883-9417,36428074,10.1016/j.apnu.2022.07.010
0883-9417,36428073,10.1016/j.apnu.2022.09.004
0883-9417,36428072,10.1016/j.apnu.2022.08.006
0883-9417,36428071,10.1016/j.apnu.2022.07.001
0883-9417,36428070,10.1016/j.apnu.2022.09.009
0883-9417,36428069,10.1016/j.apnu.2022.09.007
0883-9417,36428068,10.1016/j.apnu.2022.09.011
0883-9417,36428067,10.1016/j.apnu.2022.09.001
0883-9417,36428066,10.1016/j.apnu.2022.09.010
0883-9417,36428065,10.1016/j.apnu.2022.09.003
0883-9417,36428064,10.1016/j.apnu.2022.09.012
0883-9417,36428063,10.1016/j.apnu.2022.08.008
0883-9417,36428062,10.1016/j.apnu.2022.09.008
0883-9417,36428061,10.1016/j.apnu.2022.07.030
0883-9417,36428060,10.1016/j.apnu.2022.09.006
0883-9417,36428059,10.1016/j.apnu.2022.07.022
0883-9417,36428058,10.1016/j.apnu.2022.08.010
0883-9417,36428057,10.1016/j.apnu.2022.09.002
0883-9417,36428056,10.1016/j.apnu.2022.08.002
0883-9417,36428055,10.1016/j.apnu.2022.09.005
0883-9417,36428054,10.1016/j.apnu.2022.08.001
0883-9417,36428053,10.1016/j.apnu.2022.08.009
0883-9417,36428052,10.1016/j.apnu.2022.08.007
0883-9417,36428051,10.1016/j.apnu.2022.08.004
0883-9417,36428050,10.1016/j.apnu.2022.08.005
0883-9417,36428049,10.1016/j.apnu.2022.07.008
0883-9417,36428048,10.1016/j.apnu.2022.06.006
0883-9417,36428047,10.1016/j.apnu.2022.07.007
0883-9417,36428046,10.1016/j.apnu.2022.06.004
0883-9417,36428045,10.1016/j.apnu.2022.07.028
0883-9417,36428044,10.1016/j.apnu.2022.07.029
0883-9417,36428043,10.1016/j.apnu.2022.07.002
0883-9417,36428042,10.1016/j.apnu.2022.07.027
0883-9417,36428041,10.1016/j.apnu.2022.07.003
0883-9417,36428040,10.1016/j.apnu.2022.07.017
0883-9417,36428039,10.1016/j.apnu.2022.07.020
0883-9417,36428038,10.1016/j.apnu.2022.07.006
0883-9417,36428037,10.1016/j.apnu.2022.07.015
0883-9417,36428036,10.1016/j.apnu.2022.07.025
0883-9417,36428035,10.1016/j.apnu.2022.07.014
0160-6891,37525309,10.1002/nur.22331
0160-6891,37525299,10.1002/nur.22332
0160-6891,37515582,10.1002/nur.22330
0160-6891,37386271,10.1002/nur.22328
0160-6891,37370217,10.1002/nur.22327
0160-6891,37365383,10.1002/nur.22329
0160-6891,37358483,10.1002/nur.22326
0160-6891,37277616,10.1002/nur.22325
0160-6891,37249126,10.1002/nur.22324
0160-6891,37231588,10.1002/nur.22323
0160-6891,37221452,10.1002/nur.22322
0160-6891,37171788,10.1002/nur.22315
0160-6891,37127543,10.1002/nur.22314
0160-6891,37086263,10.1002/nur.22313
0160-6891,37076776,10.1002/nur.22312
0160-6891,37060159,10.1002/nur.22311
0160-6891,37042730,10.1002/nur.22309
